Customer_ID,Recency_Days,Frequency_90D,Monetary_90D,Avg_Basket,Discount_Ratio,Return_Ratio,Web_Visits_30D,App_Sessions_30D,Review_Score,Region
33340,6,4,229883,56762,0.37,0.09,10,9,4.7,Metro
33341,19,6,316245,40690,0.67,0.11,16,27,4.2,Seoul
33342,27,9,354621,44849,0.43,0.04,19,6,4.4,Other
33343,13,9,366438,52598,0.53,0.03,16,25,4.2,Seoul
33344,10,17,815352,43283,0.16,0.02,17,32,4.8,Seoul
33345,25,9,378737,40072,0.11,0.11,15,7,4.1,Other
33346,41,7,215747,38761,0.16,0.21,3,12,3.9,Seoul
33347,39,5,251398,53986,0.47,0.03,11,13,3.9,Metro
33348,27,6,34692,8007,0.25,0.18,9,6,4.7,Other
33349,34,2,112284,63465,0.48,0.03,11,2,4.5,Seoul
33350,104,1,18199,26832,0.58,0.1,2,2,2.9,Other
33351,5,10,480271,44503,0.16,0.04,28,43,4.7,Metro
33352,9,12,760736,45420,0.14,0.05,14,32,4.6,Seoul
33353,6,8,463962,53196,0.06,0.05,23,38,4.8,Metro
33354,18,8,363027,47565,0.66,0.14,18,12,4.6,Metro
33355,48,1,21946,39983,0.43,0.11,7,2,4.3,Metro
33356,47,4,99399,42433,0.05,0.16,1,3,4.0,Metro
33357,24,4,96943,43727,0.66,0.16,23,15,4.9,Seoul
33358,52,3,54154,26524,0.5,0.06,7,4,3.6,Seoul
33359,24,8,153688,20105,0.18,0.11,11,11,4.3,Metro
33360,27,4,177146,65145,0.45,0.06,10,9,4.4,Seoul
33361,15,10,239225,36445,0.74,0.13,23,23,4.1,Other
33362,14,8,230311,24490,0.62,0.08,15,15,4.1,Seoul
33363,23,12,213453,21367,0.47,0.02,6,5,3.3,Seoul
33364,28,5,98678,22688,0.34,0.06,16,12,4.4,Other
33365,2,37,4722864,126412,0.71,0.59,66,79,4.3,Metro
33366,11,14,514782,41739,0.61,0.14,20,14,4.4,Metro
33367,33,4,151266,34933,0.44,0.02,11,6,4.6,Seoul
33368,10,7,163664,41581,0.72,0.15,8,7,4.8,Other
33369,8,15,794850,53540,0.02,0.05,21,34,4.8,Metro
33370,83,1,32067,53298,0.35,0.19,9,4,3.3,Seoul
33371,20,7,198035,53813,0.33,0.09,15,14,3.2,Seoul
33372,4,22,1557814,57022,0.01,0.01,22,35,4.3,Seoul
33373,34,9,479712,39896,0.56,0.09,10,13,3.5,Other
33374,15,5,221797,45155,0.78,0.1,12,10,4.2,Other
33375,101,28,3810418,115176,0.62,0.23,45,82,3.0,Seoul
33376,82,3,107684,46740,0.37,0.04,5,5,4.1,Seoul
33377,10,16,877405,60306,0.17,0.06,16,36,4.5,Metro
33378,74,21,4677161,38505,0.88,0.24,14,95,2.4,Metro
33379,58,0,0,46806,0.25,0.05,8,3,4.5,Seoul
33380,18,3,224108,59179,0.23,0.48,23,10,3.6,Other
33381,10,9,298699,34224,0.56,0.18,21,24,4.5,Seoul
33382,19,4,85286,40227,0.62,0.06,7,15,4.3,Metro
33383,16,8,515526,50484,0.3,0.57,18,5,2.7,Other
33384,37,5,162709,40178,0.38,0.11,2,4,3.6,Metro
33385,1,6,196624,43246,0.72,0.11,22,13,4.5,Other
33386,16,9,442156,55951,0.51,0.01,16,15,4.4,Seoul
33387,30,10,451888,52496,0.38,0.09,14,15,4.1,Metro
33388,24,16,665637,45088,0.3,0.53,8,12,4.3,Metro
33389,62,2,59408,41271,0.54,0.02,7,5,3.5,Other
33390,22,11,566097,43243,0.65,0.08,23,26,3.8,Metro
33391,2,19,1172340,52305,0.06,0.11,25,31,4.6,Metro
33392,27,5,178356,37565,0.35,0.03,14,16,3.8,Other
33393,27,3,122609,44724,0.43,0.4,17,17,4.3,Other
33394,16,25,1661633,55290,0.23,0.07,32,25,4.7,Other
33395,36,6,128360,39899,0.17,0.12,11,12,3.8,Other
33396,20,12,367111,26009,0.21,0.49,14,14,3.5,Other
33397,16,18,865353,46249,0.31,0.02,16,41,4.9,Seoul
33398,14,13,694511,44244,0.18,0.09,23,48,5.0,Seoul
33399,24,9,249929,26266,0.26,0.15,9,10,3.9,Other
33400,16,8,335080,48686,0.52,0.2,12,13,3.9,Other
33401,137,17,4979984,164889,0.43,0.22,53,18,2.7,Other
33402,17,5,188541,42535,0.32,0.06,15,16,3.5,Metro
33403,45,3,171591,46490,0.58,0.2,14,10,4.9,Metro
33404,32,11,516064,39520,0.26,0.51,12,12,3.6,Metro
33405,19,4,261355,48687,0.09,0.13,8,15,4.8,Metro
33406,18,8,638491,57005,0.37,0.21,17,0,4.6,Metro
33407,19,2,44884,39493,0.25,0.09,12,1,4.1,Metro
33408,10,7,359829,48902,0.97,0.07,12,19,4.6,Metro
33409,22,6,303234,43487,0.14,0.13,12,15,3.8,Seoul
33410,7,16,1090983,60194,0.2,0.05,20,31,4.8,Seoul
33411,20,5,339815,57098,0.34,0.09,9,12,3.5,Metro
33412,12,13,709600,52297,0.08,0.02,30,29,4.7,Other
33413,32,4,143780,41438,0.34,0.2,10,12,4.5,Other
33414,7,14,921745,40031,0.04,0.01,19,31,4.7,Other
33415,15,9,402089,39852,0.79,0.13,13,16,4.2,Seoul
33416,9,5,184508,45099,0.7,0.12,18,15,4.6,Seoul
33417,26,5,195991,42187,0.25,0.18,13,8,4.0,Seoul
33418,18,8,717968,66756,0.57,0.06,5,1,4.9,Seoul
33419,1,20,1229227,54495,0.19,0.04,21,34,4.8,Metro
33420,34,7,290850,42594,0.37,0.03,10,16,4.2,Metro
33421,28,9,657189,58618,0.31,0.26,9,14,4.2,Seoul
33422,9,13,455184,44019,0.81,0.08,17,29,5.0,Seoul
33423,41,4,144819,37972,0.52,0.02,11,16,3.8,Metro
33424,74,1,13939,30411,0.42,0.19,2,1,4.0,Seoul
33425,7,9,411412,48129,0.88,0.15,18,18,4.4,Metro
33426,29,2,74673,38913,0.24,0.09,13,0,4.9,Seoul
33427,13,20,887453,45009,0.2,0.13,16,35,4.7,Seoul
33428,23,6,194925,24945,0.48,0.12,5,15,3.3,Metro
33429,17,5,119109,35608,0.42,0.47,12,15,2.9,Other
33430,23,6,205532,48505,0.15,0.23,20,15,4.2,Seoul
33431,27,5,255638,49454,0.46,0.19,12,13,3.9,Metro
33432,29,1,37475,43805,0.51,0.06,15,10,4.5,Other
33433,6,6,303901,42590,0.29,0.52,22,6,3.4,Other
33434,21,9,378876,36261,0.8,0.02,16,15,4.2,Seoul
33435,12,9,529811,68283,0.06,0.06,23,27,4.6,Metro
33436,25,8,493627,47127,0.54,0.16,17,7,4.2,Seoul
33437,22,11,247390,20504,0.7,0.08,19,23,4.8,Seoul
33438,14,5,168128,40342,0.39,0.1,5,22,4.1,Other
33439,7,13,872545,50369,0.1,0.04,22,23,4.7,Other
33440,20,0,0,50876,0.24,0.02,21,13,3.9,Other
33441,10,7,313081,40383,0.82,0.1,21,12,5.0,Seoul
33442,2,10,243575,33897,0.79,0.05,25,18,4.3,Metro
33443,2,14,880678,60452,0.09,0.01,26,35,4.8,Seoul
33444,53,4,110703,27852,0.65,0.06,2,4,5.0,Metro
33445,33,8,208585,29663,0.37,0.16,13,8,4.3,Other
33446,20,4,95490,31444,0.49,0.06,15,7,4.2,Other
33447,30,8,259867,43631,0.34,0.06,7,14,4.7,Other
33448,25,7,423490,57929,0.21,0.15,6,8,4.3,Other
33449,9,4,150451,37977,0.49,0.07,19,18,5.0,Metro
33450,33,6,264158,40454,0.1,0.2,14,9,4.4,Metro
33451,24,0,7560,30617,0.24,0.3,10,6,4.6,Other
33452,25,2,156535,52736,0.29,0.11,20,10,4.0,Seoul
33453,5,18,1103767,63712,0.22,0.16,18,7,4.8,Metro
33454,0,21,1137280,47361,0.06,0.01,18,34,4.7,Seoul
33455,33,5,167533,37049,0.31,0.74,9,17,3.6,Metro
33456,33,4,150894,44336,0.4,0.05,8,10,4.9,Seoul
33457,16,8,237707,32184,0.21,0.4,15,13,3.5,Seoul
33458,1,7,449439,52759,0.18,0.41,11,9,2.6,Metro
33459,11,27,1833529,55608,0.23,0.14,25,27,4.6,Other
33460,35,11,352289,42755,0.18,0.07,7,16,4.2,Metro
33461,90,2,46791,37206,0.11,0.09,5,4,4.4,Other
33462,33,8,316232,39337,0.26,0.2,7,11,4.2,Metro
33463,1,14,1030686,59428,0.23,0.03,30,41,5.0,Seoul
33464,6,7,192714,41196,0.8,0.08,26,20,4.5,Metro
33465,16,5,304531,51283,0.21,0.09,24,0,5.0,Metro
33466,30,4,113809,38050,0.39,0.07,20,23,4.1,Metro
33467,26,6,465234,56014,0.5,0.14,7,7,4.5,Seoul
33468,14,6,180206,42668,0.7,0.12,18,21,4.9,Seoul
33469,12,8,261162,26003,0.77,0.06,20,12,4.4,Metro
33470,0,6,128790,29471,0.07,0.5,6,17,3.6,Seoul
33471,106,3,112030,43575,0.36,0.16,6,8,3.9,Metro
33472,71,3,122119,42340,0.35,0.09,4,2,3.9,Metro
33473,30,8,329372,43763,0.45,0.05,10,2,3.5,Seoul
33474,81,3,115517,51682,0.74,0.05,2,1,3.7,Seoul
33475,47,7,495585,52119,0.27,0.09,10,15,3.6,Metro
33476,76,3,124242,35514,0.25,0.01,0,1,3.9,Metro
33477,22,2,166746,51066,0.37,0.21,3,14,4.6,Metro
33478,3,5,397783,66651,0.14,0.5,20,0,3.3,Seoul
33479,11,5,107801,35095,0.48,0.67,22,12,3.0,Metro
33480,25,10,358852,32370,0.33,0.14,11,8,3.9,Other
33481,102,3,116573,35120,0.44,0.12,11,2,3.7,Metro
33482,18,7,335380,47300,0.21,0.11,15,4,4.5,Other
33483,23,5,141326,40585,0.43,0.06,12,11,4.8,Seoul
33484,17,7,280465,48909,0.29,0.02,11,8,3.8,Seoul
33485,12,9,278134,42456,0.39,0.04,10,10,5.0,Seoul
33486,2,7,129312,26056,0.35,0.24,10,10,3.8,Other
33487,17,7,377603,50115,0.54,0.11,13,0,4.4,Metro
33488,17,10,241841,22911,0.19,0.13,19,7,4.7,Seoul
33489,3,11,384242,29725,0.81,0.12,27,14,4.4,Metro
33490,113,2,80171,38062,0.41,0.1,11,4,3.8,Seoul
33491,24,4,118155,44274,0.31,0.17,10,8,4.3,Seoul
33492,8,14,885139,55924,0.12,0.08,26,43,4.8,Metro
33493,19,4,186469,60055,0.27,0.02,8,10,4.5,Metro
33494,37,5,214037,55610,0.34,0.07,7,10,3.9,Metro
33495,4,18,1202586,57889,0.15,0.03,33,44,4.9,Metro
33496,28,8,515586,46621,0.15,0.13,21,2,4.1,Metro
33497,34,8,153410,38398,0.23,0.19,21,7,4.4,Seoul
33498,37,6,402067,42435,0.38,0.02,12,9,4.5,Metro
33499,46,2,227882,103583,0.65,0.2,55,61,1.7,Metro
33500,42,4,233230,52462,0.5,0.01,13,9,3.7,Metro
33501,75,2,79753,50015,0.14,0.05,2,4,3.1,Seoul
33502,37,10,134971,35897,0.52,0.27,11,15,4.4,Seoul
33503,1,13,674944,44363,0.03,0.03,25,32,4.6,Seoul
33504,14,3,121597,46762,0.38,0.19,6,14,4.0,Seoul
33505,35,5,190729,35342,0.38,0.05,12,24,3.9,Seoul
33506,29,4,142347,40466,0.34,0.16,5,5,4.7,Metro
33507,91,2,48602,36000,0.38,0.03,10,3,3.8,Other
33508,41,9,312433,38753,0.12,0.22,8,15,4.1,Metro
33509,25,6,407411,46728,0.2,0.07,10,12,4.2,Metro
33510,4,11,790468,49907,0.86,0.06,28,19,3.5,Other
33511,18,10,402945,44218,0.48,0.46,15,9,3.0,Metro
33512,39,10,433543,47937,0.27,0.19,17,8,4.4,Other
33513,21,4,75574,32256,0.35,0.4,19,8,3.0,Other
33514,3,5,154991,36145,0.23,0.44,11,9,3.9,Seoul
33515,15,9,583767,52207,0.1,0.38,19,15,4.5,Other
33516,26,8,364164,62382,0.34,0.18,12,12,4.4,Seoul
33517,27,4,187894,41626,0.06,0.04,7,16,4.2,Metro
33518,16,14,610376,40673,0.74,0.24,13,26,4.7,Other
33519,33,5,155241,45904,0.47,0.05,17,9,4.2,Metro
33520,99,14,2316618,86364,0.17,0.48,54,5,2.0,Metro
33521,32,9,463730,42774,0.26,0.06,7,12,4.3,Metro
33522,7,8,518618,43876,0.5,0.2,15,10,4.3,Metro
33523,8,15,1070869,59432,0.09,0.1,25,26,4.7,Metro
33524,81,1,24482,40026,0.21,0.08,0,5,5.0,Seoul
33525,31,2,108867,48483,0.38,0.12,13,22,4.6,Other
33526,56,5,181418,44515,0.46,0.15,9,4,3.2,Metro
33527,6,14,868493,51111,0.15,0.08,26,28,4.7,Other
33528,9,9,404604,41983,0.91,0.07,16,19,4.5,Metro
33529,10,7,254134,36912,0.29,0.07,1,6,4.7,Seoul
33530,38,1,26044,31979,0.38,0.08,8,5,4.7,Other
33531,10,6,420264,57796,0.22,0.05,31,37,4.3,Metro
33532,2,16,1142952,62360,0.25,0.01,29,22,4.6,Metro
33533,62,4,66444,40219,0.37,0.13,5,4,4.4,Other
33534,18,9,284095,32667,0.77,0.07,22,15,4.4,Seoul
33535,32,6,259902,44808,0.35,0.22,13,14,3.9,Other
33536,0,3,154032,35699,0.53,0.03,9,16,4.6,Seoul
33537,15,9,329606,41969,0.81,0.06,20,24,4.6,Other
33538,3,4,160317,40132,0.37,0.22,8,12,3.8,Metro
33539,21,10,440938,39370,0.76,0.03,22,19,4.4,Seoul
33540,8,10,469464,37670,0.56,0.02,5,19,4.1,Other
33541,26,5,322085,62320,0.22,0.19,10,9,4.3,Metro
33542,26,0,19139,41700,0.33,0.18,3,11,4.7,Metro
33543,22,7,329940,44996,0.46,0.18,11,3,4.7,Metro
33544,16,12,413902,31767,0.78,0.2,8,23,4.5,Metro
33545,18,12,330202,35921,0.46,0.1,27,17,4.3,Metro
33546,81,3,105434,37939,0.28,0.01,10,5,4.2,Other
33547,66,3,142495,45803,0.13,0.21,4,0,3.7,Seoul
33548,11,6,106461,38178,0.48,0.31,14,10,5.0,Metro
33549,4,15,863193,60350,0.02,0.21,15,46,4.6,Metro
33550,34,6,107956,19183,0.3,0.14,13,6,4.4,Other
33551,36,5,186854,46966,0.09,0.07,8,14,4.7,Other
33552,55,6,308055,60784,0.18,0.2,11,7,4.4,Seoul
33553,10,11,605873,55804,0.79,0.03,22,12,4.6,Metro
33554,26,5,149682,35364,0.15,0.06,12,5,4.0,Metro
33555,22,14,425989,39554,0.71,0.03,20,17,4.3,Seoul
33556,37,3,161838,52756,0.27,0.12,14,12,4.7,Seoul
33557,53,3,127395,38067,0.08,0.11,9,0,4.4,Metro
33558,22,5,101902,38903,0.28,0.49,10,20,3.3,Seoul
33559,15,4,139343,37421,0.27,0.05,15,8,3.3,Seoul
33560,18,4,108903,28100,0.2,0.12,9,13,4.4,Metro
33561,15,8,284672,39062,0.24,0.05,11,19,4.0,Other
33562,24,3,131037,36850,0.31,0.16,4,9,4.2,Seoul
33563,26,6,371614,53732,0.47,0.58,13,4,2.8,Metro
33564,2,9,381975,47527,0.63,0.12,12,25,4.3,Seoul
33565,34,13,635665,62223,0.2,0.54,14,13,3.3,Other
33566,28,5,154418,44038,0.26,0.13,9,8,5.0,Seoul
33567,38,6,348345,40276,0.2,0.11,19,5,4.5,Other
33568,63,1,17959,15145,0.11,0.17,5,3,4.9,Seoul
33569,29,2,97666,34013,0.14,0.05,7,6,4.0,Other
33570,165,6,2852813,124787,0.77,0.36,45,8,2.4,Metro
33571,41,5,263648,47794,0.62,0.09,18,8,3.5,Seoul
33572,0,21,1305178,57790,0.08,0.09,27,32,4.6,Seoul
33573,2,8,216448,39815,0.66,0.14,21,11,4.1,Seoul
33574,111,4,174646,30524,0.63,0.2,2,3,4.5,Metro
33575,9,9,451113,37548,0.77,0.14,11,28,4.2,Seoul
33576,52,2,50691,26002,0.51,0.04,12,1,4.1,Other
33577,41,6,384153,53562,0.45,0.04,6,3,3.9,Metro
33578,13,6,313325,51419,0.8,0.16,14,16,4.5,Metro
33579,25,6,223364,48845,0.27,0.17,15,15,4.6,Metro
33580,0,16,1205120,60137,0.04,0.16,24,39,4.5,Other
33581,24,7,260740,44603,0.11,0.15,13,8,4.0,Metro
33582,7,4,151695,42303,0.4,0.06,20,13,4.2,Metro
33583,68,4,168840,53418,0.32,0.15,4,4,4.0,Other
33584,18,3,100765,48270,0.44,0.09,0,12,4.1,Metro
33585,32,4,144615,41252,0.36,0.42,17,6,3.0,Seoul
33586,15,5,165418,38046,0.17,0.05,8,12,3.8,Seoul
33587,64,2,86677,49317,0.29,0.09,5,0,3.6,Seoul
33588,113,1,11661,20797,0.35,0.04,8,2,4.0,Metro
33589,16,6,512037,50573,0.31,0.12,20,9,4.9,Seoul
33590,20,7,273667,44612,0.66,0.05,20,18,4.2,Seoul
33591,20,5,169472,31468,0.05,0.03,12,14,4.3,Seoul
33592,13,6,196136,36473,0.81,0.06,21,28,4.0,Metro
33593,31,3,120036,27298,0.38,0.2,15,15,4.4,Metro
33594,14,11,493469,60507,0.03,0.01,21,21,4.7,Seoul
33595,15,15,745554,66964,0.1,0.03,11,28,5.0,Metro
33596,4,11,331957,27597,0.17,0.44,0,21,2.3,Metro
33597,28,12,762810,48523,0.41,0.05,8,11,4.9,Metro
33598,37,4,101813,33341,0.35,0.24,7,4,4.1,Seoul
33599,20,5,239685,41779,0.25,0.46,12,16,3.8,Other
33600,45,5,85139,29916,0.15,0.06,10,3,4.2,Metro
33601,10,10,320051,39241,0.78,0.04,15,16,4.6,Other
33602,7,8,536416,54728,0.07,0.02,13,20,4.7,Other
33603,30,3,97050,36200,0.13,0.38,18,16,4.0,Metro
33604,3,10,418928,49531,0.7,0.13,23,16,4.4,Metro
33605,15,8,216797,42557,0.56,0.47,21,6,3.3,Other
33606,4,11,882052,56312,0.12,0.06,20,43,4.5,Metro
33607,6,19,980839,62457,0.09,0.17,13,34,4.5,Metro
33608,6,4,78844,22130,0.82,0.09,23,14,4.6,Metro
33609,16,7,274887,44174,0.89,0.05,9,18,4.3,Other
33610,20,14,505717,45763,0.78,0.05,26,20,4.2,Other
33611,18,4,128496,33659,0.34,0.06,12,7,4.2,Metro
33612,11,11,362471,36752,0.86,0.11,24,14,3.9,Metro
33613,34,8,486532,48368,0.12,0.14,28,15,3.7,Metro
33614,9,7,297206,35823,0.33,0.03,13,12,4.3,Metro
33615,37,10,822488,55511,0.28,0.26,16,6,4.2,Metro
33616,16,3,182175,49913,0.39,0.02,17,12,4.1,Metro
33617,59,2,31328,26921,0.11,0.1,2,4,4.0,Seoul
33618,22,10,306753,43082,0.73,0.16,19,27,4.1,Seoul
33619,7,7,221868,45516,0.92,0.07,17,14,4.1,Metro
33620,16,5,221666,44620,0.32,0.49,13,16,3.6,Other
33621,0,5,287137,45379,0.44,0.08,14,8,4.6,Seoul
33622,11,10,228335,33382,0.75,0.11,22,21,4.5,Metro
33623,76,3,94671,39732,0.21,0.11,10,2,3.9,Metro
33624,32,9,410937,57394,0.33,0.18,16,7,4.3,Metro
33625,21,3,73999,34591,0.27,0.14,19,17,4.3,Seoul
33626,39,9,459008,44171,0.15,0.03,12,4,4.3,Other
33627,37,6,141372,22396,0.27,0.25,9,11,4.4,Seoul
33628,13,4,174333,38250,0.16,0.04,17,15,4.1,Seoul
33629,43,2,72107,31147,0.06,0.1,20,10,3.6,Other
33630,12,9,550895,47894,0.93,0.07,21,18,4.4,Metro
33631,10,15,858771,51077,0.16,0.1,20,40,4.6,Seoul
33632,17,10,470615,50512,0.44,0.34,6,19,3.5,Seoul
33633,2,7,405442,51190,0.31,0.17,8,6,3.9,Seoul
33634,78,0,0,30353,0.21,0.2,6,5,3.9,Metro
33635,31,10,635869,54345,0.23,0.07,20,13,4.1,Metro
33636,5,20,890152,44318,0.19,0.14,26,36,4.4,Metro
33637,42,7,348784,40557,0.34,0.07,6,8,4.5,Metro
33638,25,7,300436,44081,0.95,0.19,17,25,4.1,Other
33639,13,7,428063,63570,0.41,0.08,12,8,4.4,Other
33640,50,7,200373,35398,0.53,0.04,4,0,4.7,Seoul
33641,15,8,329018,40929,0.73,0.25,26,13,3.6,Other
33642,8,8,502303,58946,0.09,0.04,19,39,4.8,Other
33643,27,8,401124,32312,0.36,0.09,3,15,4.2,Other
33644,1,8,308715,42734,0.93,0.12,7,21,4.5,Metro
33645,7,15,931075,53352,0.06,0.08,23,32,5.0,Metro
33646,29,9,379112,38135,0.42,0.06,11,13,5.0,Seoul
33647,97,2,46631,35876,0.15,0.03,6,6,4.9,Other
33648,95,3,57124,26982,0.09,0.07,5,6,4.0,Other
33649,21,5,223783,46950,0.61,0.09,15,33,4.7,Metro
33650,39,0,0,46439,0.4,0.12,14,13,4.7,Seoul
33651,27,5,346982,58213,0.76,0.1,20,9,4.7,Other
33652,12,8,401009,46270,0.67,0.16,18,13,4.1,Metro
33653,8,6,393368,47674,0.68,0.07,21,31,4.7,Other
33654,20,8,330890,43355,0.76,0.08,11,17,4.6,Other
33655,28,4,247516,55312,0.93,0.12,17,19,4.6,Seoul
33656,5,14,537838,45340,0.11,0.05,16,33,4.6,Other
33657,20,11,394805,31738,0.91,0.11,24,16,4.2,Seoul
33658,60,3,121910,41443,0.35,0.12,6,7,4.1,Metro
33659,30,5,202048,51517,0.27,0.04,11,5,3.9,Metro
33660,5,20,1027618,59004,0.03,0.05,24,34,4.7,Other
33661,3,15,347264,29838,0.54,0.17,11,28,4.4,Metro
33662,34,3,141519,52323,0.26,0.47,20,11,3.3,Seoul
33663,9,4,237119,50138,0.24,0.18,21,4,4.1,Metro
33664,0,6,279375,39949,0.28,0.02,6,12,4.0,Seoul
33665,19,12,498823,43071,0.77,0.17,17,8,4.9,Metro
33666,81,2,47452,24566,0.3,0.04,1,5,2.8,Seoul
33667,17,12,336062,46621,0.55,0.15,15,25,4.9,Metro
33668,8,19,1291372,66449,0.05,0.03,25,38,4.6,Seoul
33669,71,2,110834,58025,0.23,0.02,7,4,4.4,Seoul
33670,13,5,203746,53109,0.53,0.13,12,11,4.5,Metro
33671,65,4,143004,50035,0.48,0.08,7,2,4.2,Metro
33672,64,28,4026627,32602,0.38,0.15,68,49,4.4,Metro
33673,7,11,241021,23978,0.8,0.24,20,9,4.4,Seoul
33674,23,10,367711,41976,0.66,0.1,20,9,4.5,Metro
33675,14,7,442633,69181,0.64,0.09,10,13,4.5,Other
33676,17,1,28513,52668,0.45,0.16,9,6,3.4,Seoul
33677,17,9,332772,40737,0.76,0.03,18,11,3.7,Other
33678,0,1,12070,24865,0.32,0.14,10,5,3.9,Other
33679,23,6,256519,47209,0.8,0.03,17,17,4.8,Seoul
33680,3,19,834458,41962,0.09,0.03,13,38,4.6,Seoul
33681,11,8,378484,38616,0.52,0.29,11,11,3.8,Metro
33682,7,11,524272,45001,0.77,0.25,18,14,4.6,Metro
33683,95,1,75827,57853,0.25,0.02,5,2,4.2,Metro
33684,79,2,98760,42851,0.2,0.27,7,5,4.3,Other
33685,17,11,246999,29342,0.86,0.09,17,13,4.5,Seoul
33686,9,22,1225077,63179,0.02,0.04,17,57,4.7,Metro
33687,8,8,346521,34440,0.78,0.09,18,12,4.2,Seoul
33688,43,19,1675742,148828,0.07,0.49,57,119,2.4,Metro
33689,24,32,294917,178034,0.89,0.81,53,93,2.3,Metro
33690,106,4,205123,50456,0.46,0.08,5,0,3.5,Seoul
33691,5,15,634197,34703,0.03,0.09,14,48,4.6,Other
33692,38,10,1025592,62074,0.39,0.11,17,16,3.8,Metro
33693,8,21,1123605,51798,0.11,0.09,25,21,4.5,Seoul
33694,16,8,315012,34609,0.36,0.09,18,12,4.0,Seoul
33695,33,2,54270,22737,0.45,0.05,13,7,3.7,Metro
33696,84,1,30889,45142,0.55,0.07,6,6,3.8,Metro
33697,16,11,408954,36352,0.78,0.2,25,13,4.4,Other
33698,13,12,837251,69724,0.17,0.01,23,34,4.4,Metro
33699,6,12,707263,52373,0.15,0.03,22,32,4.7,Metro
33700,93,2,71250,29964,0.28,0.34,7,2,4.8,Metro
33701,0,4,151390,52157,0.19,0.11,11,8,4.3,Other
33702,24,7,257621,47173,0.85,0.1,12,12,4.8,Metro
33703,28,7,78857,17132,0.23,0.12,11,4,4.9,Seoul
33704,39,5,183049,39860,0.58,0.02,17,16,4.5,Seoul
33705,11,19,1137901,55720,0.03,0.13,21,45,4.9,Seoul
33706,4,7,342434,44623,0.86,0.07,20,19,4.5,Seoul
33707,4,11,489983,37655,0.8,0.13,13,14,5.0,Seoul
33708,31,6,191335,50328,0.44,0.13,7,10,4.6,Metro
33709,20,1,56099,35022,0.31,0.03,5,2,3.3,Other
33710,65,17,4756624,151232,0.23,0.39,26,40,2.4,Metro
33711,0,7,536137,55915,0.12,0.22,10,13,4.5,Metro
33712,48,6,260462,46649,0.5,0.11,10,10,4.4,Seoul
33713,18,5,239699,45892,0.56,0.63,9,14,3.1,Metro
33714,48,8,165777,34899,0.24,0.1,11,7,3.5,Metro
33715,33,6,284985,45075,0.33,0.05,13,11,4.6,Metro
33716,41,4,346627,58826,0.44,0.07,5,11,4.0,Metro
33717,25,6,153045,45330,0.26,0.05,7,13,4.4,Metro
33718,34,7,218997,47868,0.34,0.15,9,12,4.5,Metro
33719,19,8,292064,46366,0.29,0.48,6,12,2.9,Seoul
33720,76,3,95517,41392,0.59,0.14,4,5,3.3,Seoul
33721,35,6,288085,47314,0.56,0.07,13,12,4.1,Seoul
33722,24,9,232808,36632,0.24,0.09,3,8,4.2,Metro
33723,15,3,88703,28176,0.26,0.1,17,15,3.6,Seoul
33724,83,3,112982,47218,0.25,0.22,8,4,3.2,Metro
33725,58,20,3826715,80701,0.71,0.73,12,43,1.1,Metro
33726,48,3,150255,56214,0.31,0.16,8,11,4.2,Metro
33727,122,19,4805358,156281,0.92,0.88,49,34,2.4,Metro
33728,21,10,453206,43012,0.59,0.16,28,2,4.6,Metro
33729,40,8,412574,48505,0.25,0.22,12,4,3.4,Metro
33730,29,1,30312,31037,0.32,0.16,17,9,4.9,Metro
33731,24,2,86962,53018,0.21,0.65,12,14,3.3,Other
33732,15,4,157388,39126,0.3,0.53,0,15,3.7,Metro
33733,28,5,197729,46959,0.39,0.06,12,13,4.1,Other
33734,29,8,318757,51639,0.36,0.14,10,8,4.3,Metro
33735,14,8,215122,34594,0.67,0.16,18,18,4.1,Seoul
33736,10,12,212410,33791,0.36,0.47,7,16,3.4,Seoul
33737,22,8,626560,56347,0.77,0.1,12,22,4.3,Metro
33738,0,5,334036,53891,0.23,0.1,16,9,3.6,Other
33739,24,6,283153,48734,0.31,0.26,18,14,3.9,Other
33740,85,1,47072,37947,0.27,0.06,3,2,3.9,Metro
33741,8,10,472456,46021,0.85,0.11,17,16,4.2,Seoul
33742,14,3,116257,47503,0.63,0.09,11,10,4.7,Seoul
33743,22,7,318644,45482,0.22,0.08,9,4,4.1,Other
33744,11,0,5812,37432,0.23,0.04,9,14,3.4,Metro
33745,0,10,773008,61103,0.06,0.02,24,32,4.8,Metro
33746,38,7,269450,41515,0.24,0.16,14,9,4.3,Metro
33747,19,7,344510,51638,0.87,0.12,15,22,4.7,Seoul
33748,28,4,195401,52162,0.4,0.11,9,17,4.7,Other
33749,15,5,231576,49114,0.85,0.18,21,10,4.9,Other
33750,1,9,362903,42221,0.8,0.11,25,16,4.3,Metro
33751,5,18,689407,41268,0.18,0.1,24,39,5.0,Metro
33752,0,8,212948,35573,0.2,0.13,7,6,4.2,Other
33753,105,3,120834,42437,0.39,0.01,9,1,4.7,Other
33754,28,6,219963,35233,0.19,0.09,9,13,4.2,Seoul
33755,87,3,120865,35339,0.24,0.05,5,0,4.1,Metro
33756,34,12,355120,40705,0.73,0.07,23,18,4.5,Metro
33757,15,10,511366,51018,0.84,0.01,17,24,4.8,Other
33758,5,7,246832,42186,0.54,0.08,21,21,4.9,Other
