Customer_ID,Age,Tenure_Months,Monthly_Fee,Total_Usage_GB,Support_Tickets_3M,Late_Payments_6M,Contract,AutoPay,Internet_Type,Has_Addon,NPS_Score,Region,Churn
24318,39,36,46582,108,0,0,Month-to-month,1,DSL,0,-14,Other,0
22743,44,13,68931,609,2,0,Month-to-month,1,5G,1,41,Seoul,1
26983,69,21,51284,615,2,1,Month-to-month,1,DSL,1,-41,Metro,1
26570,27,8,53667,261,1,0,1-year,1,DSL,0,68,Metro,0
23870,55,19,84455,210,1,0,Month-to-month,0,5G,0,16,Seoul,1
25709,45,41,63874,599,1,0,Month-to-month,1,5G,1,24,Metro,0
22903,62,8,61292,418,0,1,Month-to-month,0,Fiber,0,13,Other,1
22259,18,7,44928,316,0,1,1-year,1,Fiber,0,15,Other,0
24641,61,5,69002,292,0,0,1-year,1,Fiber,1,19,Other,0
24863,64,18,78983,369,1,1,Month-to-month,0,Fiber,0,-22,Metro,0
23956,67,8,64686,311,1,0,1-year,1,Fiber,1,69,Metro,0
26595,67,12,59237,491,1,0,1-year,1,DSL,1,83,Other,0
27594,51,43,80690,596,1,1,Month-to-month,0,DSL,0,43,Metro,1
24411,24,23,47993,195,2,0,2-year,1,Fiber,1,24,Seoul,0
21565,46,12,53610,297,1,1,Month-to-month,0,Fiber,0,59,Other,0
26115,28,17,63521,445,1,1,1-year,0,5G,1,25,Seoul,0
24656,28,40,60186,417,0,2,1-year,0,Fiber,0,55,Seoul,1
28000,27,45,61292,670,2,0,Month-to-month,1,Fiber,0,51,Metro,0
24763,23,13,66635,641,0,0,2-year,0,Fiber,0,43,Other,0
22186,33,26,62958,607,0,1,Month-to-month,1,DSL,1,92,Other,0
24105,22,39,61537,309,0,1,Month-to-month,0,DSL,0,-23,Seoul,0
21232,56,22,59896,340,0,0,1-year,0,5G,0,30,Other,0
25303,27,34,58316,203,1,0,Month-to-month,1,DSL,0,34,Seoul,0
21259,46,3,61867,222,2,1,1-year,0,Fiber,1,17,Other,0
22255,33,9,62566,541,1,1,1-year,1,Fiber,1,-38,Seoul,0
21952,49,47,75499,493,0,0,1-year,1,Fiber,0,78,Seoul,0
27438,66,47,59530,237,3,1,1-year,1,DSL,1,93,Other,0
20114,41,6,96379,549,2,1,Month-to-month,0,Fiber,1,34,Metro,1
26797,21,38,59137,398,0,0,Month-to-month,0,DSL,0,39,Metro,0
22510,24,12,57152,654,4,0,1-year,1,Fiber,1,27,Metro,0
25866,47,17,89917,466,3,0,Month-to-month,1,Fiber,0,1,Seoul,1
24048,30,20,74856,371,0,1,1-year,0,Fiber,1,100,Seoul,0
22964,21,11,60811,378,1,2,Month-to-month,0,Fiber,1,33,Other,0
22549,42,24,76548,450,1,1,2-year,1,5G,1,-40,Other,0
24106,41,9,48469,432,1,0,2-year,0,Fiber,0,29,Metro,0
20508,30,9,44036,513,0,0,2-year,0,DSL,1,-2,Other,0
24731,65,10,76108,352,0,0,2-year,0,5G,1,45,Metro,0
24681,34,29,73426,397,0,0,1-year,1,Fiber,1,-6,Metro,0
23519,53,7,73270,189,0,0,1-year,1,Fiber,1,-12,Other,0
27089,25,3,71911,329,2,0,1-year,1,DSL,0,3,Seoul,0
25745,18,5,59328,158,0,1,1-year,0,5G,0,2,Other,0
24254,35,8,71212,442,3,1,2-year,1,Fiber,0,60,Seoul,0
22851,28,12,74111,438,0,0,2-year,0,Fiber,1,9,Metro,0
24688,32,13,51676,286,0,0,Month-to-month,1,5G,1,-10,Other,1
24265,49,29,60260,254,2,1,Month-to-month,0,Fiber,0,53,Seoul,0
27528,30,30,61050,243,2,0,Month-to-month,0,Fiber,1,-8,Metro,0
20351,45,31,71953,505,1,0,Month-to-month,0,DSL,1,23,Other,0
24743,40,23,50328,325,0,0,Month-to-month,1,Fiber,1,-9,Seoul,0
22907,50,50,74888,375,0,0,2-year,0,5G,0,-43,Other,0
25078,18,11,45027,330,0,1,Month-to-month,0,Fiber,1,-7,Seoul,0
24487,46,10,67907,338,1,0,Month-to-month,1,Fiber,1,41,Seoul,0
22506,23,6,66298,502,1,0,Month-to-month,0,DSL,0,78,Other,0
22621,62,15,69738,514,2,0,Month-to-month,1,Fiber,1,30,Seoul,0
25843,46,32,102425,374,0,0,Month-to-month,1,Fiber,1,32,Metro,0
21115,28,13,64951,480,1,0,1-year,1,DSL,0,7,Other,0
22847,62,17,74098,311,4,1,Month-to-month,0,DSL,1,25,Other,1
25657,61,10,84347,324,2,0,1-year,1,Fiber,0,5,Metro,0
20299,32,11,70165,155,0,1,2-year,0,Fiber,1,-49,Other,0
21676,69,7,71382,322,1,3,1-year,1,Fiber,1,51,Other,0
26355,56,61,47889,320,0,0,1-year,0,Fiber,0,53,Metro,0
27580,54,53,73921,220,0,1,Month-to-month,1,DSL,0,-32,Metro,0
24316,32,13,69400,418,0,1,1-year,1,Fiber,1,6,Other,0
26105,60,15,54180,493,2,1,1-year,0,DSL,0,-3,Metro,0
26534,27,57,96363,312,2,0,1-year,0,Fiber,0,26,Metro,0
23606,25,15,45491,437,2,1,1-year,1,Fiber,0,-20,Metro,1
23669,40,12,78486,459,0,0,Month-to-month,1,Fiber,0,51,Seoul,0
20230,27,12,55857,506,0,0,Month-to-month,1,DSL,1,24,Metro,0
20077,35,20,50525,60,2,0,Month-to-month,1,DSL,0,17,Metro,0
26007,32,3,65967,306,1,1,2-year,0,DSL,1,62,Metro,0
25560,25,31,68918,222,0,0,Month-to-month,0,Fiber,0,-39,Metro,0
27791,67,4,63792,235,1,0,Month-to-month,1,Fiber,0,4,Other,1
25155,59,13,63244,311,0,2,Month-to-month,0,DSL,0,4,Seoul,1
22104,24,7,88880,236,0,0,Month-to-month,1,Fiber,0,26,Seoul,0
27435,39,10,61558,550,0,0,Month-to-month,0,Fiber,1,-28,Seoul,0
26540,25,48,81466,181,0,0,1-year,1,Fiber,0,30,Seoul,0
27008,51,33,70908,142,0,1,Month-to-month,0,Fiber,0,-31,Other,0
23298,65,14,72511,334,2,0,Month-to-month,0,Fiber,0,-57,Other,1
25550,57,39,62444,504,0,0,Month-to-month,1,Fiber,0,100,Metro,0
26001,50,17,88122,440,0,0,Month-to-month,0,Fiber,1,19,Metro,0
21615,21,72,55757,299,1,0,Month-to-month,1,Fiber,0,32,Other,0
20608,44,14,80696,659,0,0,Month-to-month,0,Fiber,0,-17,Seoul,1
23853,23,24,68287,473,1,1,1-year,0,Fiber,1,-11,Seoul,0
24729,23,23,69594,424,0,0,Month-to-month,1,Fiber,1,-14,Metro,0
21094,38,22,83976,545,2,1,1-year,1,Fiber,0,4,Seoul,0
25305,30,15,41666,413,0,0,2-year,1,Fiber,0,13,Metro,0
22623,23,20,66301,30,0,1,Month-to-month,1,DSL,0,34,Seoul,0
26486,65,23,101251,435,2,0,Month-to-month,1,DSL,0,2,Seoul,1
27857,23,14,74313,386,0,0,Month-to-month,1,DSL,1,-15,Other,0
27595,43,16,95154,784,1,1,2-year,1,DSL,0,33,Metro,0
20204,54,21,51834,290,1,0,Month-to-month,0,Fiber,0,-7,Other,0
22388,68,4,82151,122,0,0,Month-to-month,0,DSL,1,-7,Metro,1
23690,26,52,84723,320,0,1,Month-to-month,1,5G,0,50,Metro,0
24610,40,18,78106,375,3,1,Month-to-month,1,DSL,0,100,Seoul,0
20838,28,41,74527,630,0,0,1-year,1,Fiber,0,5,Seoul,0
22935,60,18,79652,432,0,1,1-year,0,5G,0,35,Other,0
25458,38,28,78639,333,1,0,1-year,0,Fiber,1,-35,Other,0
27934,43,10,57067,411,0,0,2-year,1,5G,1,-40,Other,0
21231,60,36,62250,287,0,0,Month-to-month,0,Fiber,1,90,Metro,0
26081,64,28,70981,592,0,1,1-year,0,DSL,0,23,Other,0
21610,24,24,83643,469,0,0,Month-to-month,1,Fiber,1,56,Metro,0
27485,19,6,65546,415,0,2,1-year,1,DSL,1,19,Metro,0
23479,39,17,76805,347,1,0,2-year,0,DSL,1,-35,Metro,0
26539,34,70,67363,326,0,2,Month-to-month,1,DSL,0,100,Other,0
27621,66,7,69533,392,3,1,2-year,1,Fiber,0,-23,Metro,0
26747,18,3,70411,345,0,0,Month-to-month,0,Fiber,1,61,Seoul,0
22733,66,27,83358,374,0,1,2-year,1,Fiber,1,94,Seoul,0
25352,44,19,73299,285,2,0,Month-to-month,0,Fiber,0,84,Metro,0
26431,62,8,83327,374,2,1,1-year,0,Fiber,1,20,Seoul,0
26861,55,23,66090,343,0,0,Month-to-month,0,5G,0,60,Metro,1
26293,19,20,56353,507,3,0,Month-to-month,0,5G,1,-4,Metro,0
23338,20,4,79272,240,0,1,Month-to-month,0,Fiber,0,58,Other,1
23732,62,3,64350,443,1,0,1-year,1,Fiber,0,5,Metro,0
26110,49,18,67102,478,1,0,Month-to-month,0,Fiber,0,16,Seoul,1
24891,61,5,78142,258,0,1,1-year,1,Fiber,0,49,Other,0
23376,44,25,69856,314,1,0,1-year,0,DSL,1,86,Other,0
24057,62,17,88179,390,0,3,1-year,0,Fiber,0,-7,Other,1
20658,50,5,77250,454,1,0,2-year,0,Fiber,0,23,Metro,1
20791,22,24,49013,259,0,0,2-year,1,DSL,0,51,Other,0
23541,56,11,70398,473,1,1,1-year,0,5G,0,69,Other,0
26250,27,51,72879,345,1,1,Month-to-month,1,DSL,0,8,Other,0
26603,42,22,59881,386,2,2,2-year,1,DSL,0,40,Seoul,0
22562,36,7,82448,653,0,0,2-year,0,DSL,1,29,Metro,1
23967,58,31,71719,323,3,0,1-year,0,5G,0,20,Metro,1
21360,36,43,88135,640,3,0,Month-to-month,1,5G,0,-19,Metro,1
27343,61,30,92758,67,3,0,Month-to-month,0,Fiber,1,45,Other,1
22348,57,14,48814,324,0,0,Month-to-month,1,Fiber,0,8,Seoul,0
25433,35,5,49439,544,0,1,Month-to-month,1,DSL,1,25,Metro,0
24631,25,39,62924,637,0,0,Month-to-month,1,Fiber,0,2,Seoul,0
22782,66,9,68269,240,0,2,Month-to-month,1,DSL,1,43,Metro,0
25928,48,23,46268,508,1,0,Month-to-month,1,Fiber,1,88,Seoul,0
27360,20,13,73894,236,1,0,Month-to-month,0,Fiber,0,59,Seoul,1
26083,30,12,60719,307,0,1,2-year,0,Fiber,0,-19,Metro,0
26997,35,15,62051,492,0,1,Month-to-month,0,DSL,0,29,Metro,1
23498,42,67,67389,507,0,0,1-year,1,Fiber,1,95,Metro,0
20616,51,24,78501,279,1,1,1-year,0,Fiber,1,-17,Seoul,0
22576,35,9,62917,476,0,1,Month-to-month,0,Fiber,0,25,Seoul,0
26468,23,14,60704,349,0,0,Month-to-month,0,Fiber,0,-14,Seoul,1
22315,29,13,76165,395,2,2,Month-to-month,0,5G,0,18,Metro,1
21706,62,13,75929,394,2,0,Month-to-month,1,5G,1,3,Seoul,0
25678,37,12,69292,743,2,1,Month-to-month,0,5G,0,40,Metro,1
26200,26,13,83512,260,1,0,Month-to-month,0,5G,0,40,Other,1
26837,55,13,58134,518,0,1,1-year,0,DSL,0,18,Other,0
21781,20,19,35020,375,1,1,1-year,1,Fiber,0,20,Seoul,0
23382,58,25,68718,373,2,1,Month-to-month,1,DSL,0,13,Metro,0
20804,65,28,48818,244,1,1,1-year,0,5G,0,33,Seoul,1
20858,20,14,55271,359,1,0,Month-to-month,0,Fiber,1,29,Seoul,1
24575,54,34,59365,131,0,0,Month-to-month,1,Fiber,0,2,Seoul,0
24679,51,61,65519,356,2,1,Month-to-month,1,5G,1,-5,Metro,0
20991,35,19,84523,327,2,3,1-year,0,DSL,0,-5,Other,0
25385,21,48,73534,265,0,1,1-year,1,Fiber,0,41,Other,0
26291,39,18,69289,528,3,0,Month-to-month,1,Fiber,0,27,Metro,1
23195,56,14,71471,575,1,1,2-year,1,DSL,1,-33,Metro,0
25660,56,37,81489,320,2,0,1-year,0,DSL,1,18,Other,0
20220,64,16,71939,116,0,0,Month-to-month,0,DSL,0,23,Seoul,0
24473,43,10,78418,536,1,0,Month-to-month,1,Fiber,0,27,Seoul,1
21289,23,16,58709,361,3,1,Month-to-month,1,Fiber,0,68,Seoul,0
20583,23,6,65923,465,2,1,Month-to-month,1,DSL,0,7,Other,0
22619,52,12,70341,75,1,0,Month-to-month,1,Fiber,1,44,Other,0
20044,36,26,67194,433,1,0,1-year,0,Fiber,0,27,Metro,1
21235,51,7,73557,369,1,0,Month-to-month,0,Fiber,0,26,Seoul,1
27119,40,20,80346,561,1,0,1-year,1,Fiber,0,25,Metro,1
27589,23,4,63856,554,0,0,Month-to-month,1,5G,1,-1,Metro,0
23290,27,36,59839,253,0,0,Month-to-month,0,Fiber,0,11,Seoul,1
27738,50,39,74289,281,0,0,Month-to-month,1,Fiber,0,46,Metro,0
21893,63,37,88093,491,0,1,Month-to-month,1,5G,0,22,Metro,0
24880,57,21,67403,515,1,0,Month-to-month,1,Fiber,1,-11,Metro,1
27010,55,6,80905,395,1,0,1-year,1,Fiber,1,55,Metro,0
24585,48,25,69819,213,1,1,Month-to-month,1,DSL,1,10,Other,0
27161,20,13,79138,355,0,0,Month-to-month,1,DSL,1,22,Other,0
21072,28,62,86429,373,2,1,Month-to-month,1,Fiber,1,30,Other,0
20719,30,22,71343,464,1,0,Month-to-month,1,DSL,1,-11,Metro,0
22365,57,6,56570,434,1,0,2-year,1,Fiber,0,35,Other,1
21506,30,27,70181,491,0,2,1-year,0,Fiber,0,71,Other,0
20671,67,14,55215,226,2,0,Month-to-month,0,DSL,1,38,Seoul,0
24615,47,57,70766,318,0,0,Month-to-month,0,Fiber,1,30,Other,0
22953,66,13,71445,368,3,0,Month-to-month,1,Fiber,0,31,Seoul,1
24837,25,30,79398,345,1,0,Month-to-month,1,Fiber,1,-3,Metro,1
27447,25,4,58444,311,1,1,1-year,1,Fiber,1,32,Seoul,0
24651,38,15,61423,266,0,1,Month-to-month,1,Fiber,1,59,Seoul,0
20898,20,45,75003,381,3,0,1-year,0,DSL,0,30,Seoul,0
26445,19,6,67060,133,1,0,Month-to-month,1,Fiber,1,34,Metro,1
22667,30,16,62537,191,1,0,Month-to-month,1,DSL,0,30,Seoul,0
22891,25,29,57530,274,2,0,1-year,0,DSL,0,-27,Metro,0
23699,33,16,67513,509,0,2,2-year,1,Fiber,1,21,Seoul,0
21531,22,43,64734,462,0,1,Month-to-month,0,DSL,0,55,Metro,0
23443,41,12,66047,188,0,1,1-year,0,DSL,1,-48,Metro,0
26698,58,29,63064,494,0,1,1-year,0,Fiber,1,-41,Other,0
24607,30,18,70533,574,2,0,Month-to-month,1,5G,0,4,Other,1
26392,38,16,84169,205,0,0,2-year,0,DSL,1,13,Metro,0
24355,43,14,57004,318,1,0,Month-to-month,1,5G,0,-23,Metro,0
24334,64,16,71298,199,2,1,1-year,0,Fiber,0,41,Metro,0
27740,42,7,64997,520,2,0,Month-to-month,1,Fiber,1,61,Other,0
24554,46,10,74681,691,1,0,Month-to-month,1,DSL,1,77,Metro,1
26109,49,11,68444,433,0,0,2-year,0,DSL,1,85,Seoul,0
21875,39,31,56093,338,2,0,Month-to-month,0,Fiber,0,24,Metro,0
22371,20,24,87505,807,0,1,1-year,0,DSL,0,41,Metro,0
21770,28,17,64816,382,1,0,2-year,0,Fiber,0,-29,Metro,0
25824,25,15,67910,447,0,1,Month-to-month,1,DSL,0,-25,Metro,1
23843,47,38,81600,337,0,0,Month-to-month,1,5G,0,-6,Other,0
21984,57,26,73766,137,1,0,1-year,0,Fiber,0,-36,Metro,1
20532,26,26,71722,347,0,1,2-year,0,DSL,0,-21,Metro,0
25742,50,16,83986,367,3,0,Month-to-month,0,Fiber,1,12,Metro,1
27088,29,29,69496,229,2,0,2-year,0,DSL,1,79,Metro,0
27170,65,29,50927,457,0,1,1-year,0,Fiber,0,67,Other,0
22882,30,20,70034,522,3,0,Month-to-month,0,5G,1,-1,Seoul,0
20082,40,14,69721,378,1,0,2-year,1,Fiber,1,18,Other,0
23904,18,6,69889,517,1,1,Month-to-month,1,5G,0,61,Other,0
26517,32,29,66795,503,2,0,1-year,0,DSL,1,9,Seoul,0
23269,24,42,64724,307,0,0,Month-to-month,1,DSL,0,38,Seoul,0
22164,65,9,83541,441,0,1,Month-to-month,1,DSL,0,-7,Other,0
20732,39,16,82025,464,2,0,Month-to-month,0,Fiber,1,5,Metro,0
22340,22,10,78491,355,1,0,Month-to-month,0,Fiber,0,-3,Metro,0
25826,45,24,59562,360,0,0,Month-to-month,1,Fiber,1,18,Other,0
22233,66,40,78834,425,1,0,Month-to-month,0,5G,0,22,Seoul,1
26334,23,23,79904,327,1,1,Month-to-month,0,Fiber,0,-15,Other,0
25355,58,3,71032,380,1,0,2-year,1,Fiber,0,9,Metro,0
27543,37,8,64026,536,0,0,Month-to-month,0,Fiber,0,34,Metro,0
25073,27,4,63582,527,0,0,2-year,1,Fiber,0,-10,Other,0
24611,22,14,85292,344,0,2,Month-to-month,1,Fiber,1,45,Metro,1
25622,20,18,81009,526,0,0,Month-to-month,1,5G,0,15,Metro,0
23786,46,11,78469,210,0,0,Month-to-month,0,Fiber,1,82,Metro,1
26499,33,37,46854,341,1,1,1-year,0,Fiber,1,52,Other,0
22706,32,10,76218,231,2,1,Month-to-month,0,DSL,1,61,Seoul,1
21256,22,10,74787,408,0,0,Month-to-month,1,5G,1,45,Other,1
22105,63,27,53537,312,0,2,Month-to-month,0,Fiber,0,56,Other,0
24315,57,23,54436,234,0,0,1-year,1,Fiber,0,67,Other,0
24412,48,21,58495,409,3,1,1-year,0,DSL,0,22,Metro,0
24408,27,20,72837,478,0,1,Month-to-month,1,DSL,1,0,Seoul,1
20899,21,26,82677,206,0,1,1-year,0,Fiber,0,-23,Other,0
20429,19,31,67303,482,0,0,1-year,0,Fiber,1,36,Seoul,0
27195,56,18,68217,268,1,1,Month-to-month,0,DSL,1,39,Seoul,0
25499,69,8,63169,425,0,1,Month-to-month,1,5G,1,3,Other,0
26269,32,19,83936,207,0,1,1-year,0,Fiber,1,30,Seoul,0
27246,41,3,74289,486,0,2,1-year,1,Fiber,0,17,Metro,0
21223,67,26,75164,712,1,0,1-year,0,DSL,0,4,Other,0
23542,48,44,74053,328,0,1,1-year,0,DSL,0,4,Metro,0
23485,39,5,74022,396,1,1,2-year,1,Fiber,1,33,Seoul,0
26860,60,34,71081,171,1,1,Month-to-month,0,DSL,0,-31,Metro,1
26940,68,12,84310,441,2,0,1-year,0,DSL,1,27,Seoul,1
27482,28,8,62958,683,4,0,2-year,0,DSL,0,6,Seoul,0
26048,47,8,75476,243,4,0,1-year,0,Fiber,1,70,Other,0
21622,18,23,64998,269,1,0,Month-to-month,1,Fiber,0,-33,Other,0
27150,34,10,51662,453,1,0,1-year,1,DSL,0,-21,Seoul,0
24109,44,11,80752,367,0,0,Month-to-month,0,DSL,1,53,Other,1
26393,31,7,73757,213,0,0,Month-to-month,0,Fiber,1,19,Seoul,1
21097,61,53,45516,375,2,0,Month-to-month,0,Fiber,1,28,Metro,0
22716,42,39,84329,297,1,1,Month-to-month,0,Fiber,0,43,Seoul,0
22073,38,6,69986,441,1,1,1-year,1,Fiber,1,-22,Metro,0
27861,51,21,45668,402,0,1,Month-to-month,1,Fiber,1,58,Metro,0
25511,39,54,72985,385,3,0,1-year,1,Fiber,0,66,Metro,0
24202,56,4,80444,302,1,0,1-year,1,Fiber,1,28,Other,0
27796,38,13,57575,400,1,1,1-year,1,DSL,0,2,Other,0
26755,52,9,63402,489,0,1,2-year,1,5G,1,23,Other,0
22589,68,24,52090,485,2,0,Month-to-month,1,DSL,0,75,Seoul,0
21789,42,14,61365,194,0,0,Month-to-month,1,DSL,0,-17,Metro,0
25809,43,35,83654,402,0,0,Month-to-month,0,DSL,1,-1,Metro,0
23950,27,29,64786,425,0,0,2-year,0,DSL,1,31,Seoul,0
20529,65,16,41801,307,1,1,1-year,1,5G,0,-18,Metro,0
24072,58,3,50569,221,1,1,Month-to-month,0,Fiber,0,53,Seoul,0
20193,49,15,70549,285,0,0,Month-to-month,1,Fiber,1,39,Other,0
24511,33,23,70797,464,1,1,Month-to-month,1,DSL,1,-8,Seoul,1
21127,62,2,48454,456,1,2,1-year,0,DSL,1,31,Metro,0
23468,31,46,57801,498,0,1,Month-to-month,1,5G,0,41,Seoul,0
23686,26,15,67515,351,0,0,Month-to-month,0,DSL,0,-5,Metro,0
26482,64,9,77036,514,0,0,1-year,1,Fiber,1,53,Metro,1
20305,46,15,64788,417,3,0,Month-to-month,0,DSL,0,4,Metro,1
23553,66,36,63632,387,3,0,Month-to-month,0,Fiber,0,100,Other,0
21293,41,27,80592,558,2,1,1-year,0,DSL,0,-39,Seoul,0
20071,59,14,70662,334,2,1,2-year,1,DSL,1,12,Seoul,1
23556,41,23,61185,546,0,0,Month-to-month,0,5G,0,99,Seoul,0
24576,57,41,55105,433,1,1,2-year,1,Fiber,1,13,Seoul,0
22688,47,8,74414,356,0,0,1-year,1,DSL,1,52,Metro,0
27152,38,16,85345,289,3,1,Month-to-month,1,Fiber,1,-7,Other,1
23652,21,8,84229,547,0,0,Month-to-month,1,Fiber,1,24,Other,0
20832,30,15,75562,63,0,1,Month-to-month,1,Fiber,0,73,Other,0
25021,63,20,67632,742,0,0,Month-to-month,1,Fiber,1,11,Metro,0
21457,69,11,68793,494,0,0,1-year,0,Fiber,1,-5,Metro,0
24014,43,23,68533,281,0,0,1-year,1,DSL,0,-70,Seoul,0
24900,48,42,71709,302,0,0,Month-to-month,1,Fiber,0,38,Seoul,0
20239,34,56,75373,429,1,1,Month-to-month,0,Fiber,0,-10,Seoul,1
20093,61,9,57090,648,1,0,Month-to-month,1,Fiber,1,63,Seoul,0
22978,64,20,89149,520,1,0,Month-to-month,0,Fiber,1,0,Seoul,0
23464,20,30,60074,339,0,1,2-year,1,Fiber,0,19,Other,1
23938,42,45,76736,399,0,0,Month-to-month,0,Fiber,0,-14,Seoul,0
27766,55,5,53691,430,2,1,Month-to-month,0,5G,1,-21,Seoul,1
24152,45,9,60609,304,2,0,2-year,1,Fiber,1,29,Seoul,0
26760,67,16,64103,486,0,0,1-year,0,DSL,0,18,Seoul,0
23411,21,32,46023,240,0,0,Month-to-month,0,Fiber,0,-18,Other,0
24225,58,8,35145,320,1,0,Month-to-month,0,5G,1,33,Seoul,0
26783,38,24,96792,41,1,1,Month-to-month,0,DSL,1,20,Metro,0
21002,56,17,95988,558,1,0,1-year,1,Fiber,1,19,Metro,0
24142,62,9,69560,552,0,1,Month-to-month,0,5G,0,-19,Metro,0
27666,39,21,79595,410,0,0,Month-to-month,0,DSL,1,40,Seoul,0
22378,25,19,78683,298,0,1,1-year,0,Fiber,0,2,Seoul,0
25273,30,34,54768,464,1,0,Month-to-month,1,Fiber,0,34,Metro,1
24996,29,4,50476,315,1,0,2-year,0,Fiber,0,30,Seoul,0
26600,19,13,61560,534,0,2,Month-to-month,1,Fiber,0,53,Metro,1
26847,23,18,68796,150,0,0,1-year,1,DSL,1,-61,Other,0
21533,66,71,62260,422,1,1,Month-to-month,1,Fiber,0,27,Metro,0
22411,45,1,62849,428,2,2,1-year,1,Fiber,1,-12,Other,0
24864,55,37,77902,314,1,0,Month-to-month,1,DSL,0,11,Seoul,0
20412,29,31,77589,439,0,0,2-year,0,Fiber,0,-43,Metro,0
23594,47,13,63399,334,1,2,1-year,0,DSL,0,38,Metro,1
27673,55,13,65823,346,2,0,1-year,1,Fiber,1,14,Seoul,0
27576,24,14,63029,299,1,1,1-year,0,5G,1,60,Metro,0
22806,68,36,65090,321,0,0,2-year,1,5G,0,20,Seoul,0
27391,69,33,67871,302,0,0,2-year,0,Fiber,0,17,Metro,0
27852,47,11,72342,550,1,1,1-year,1,Fiber,1,8,Other,0
23083,32,26,79487,283,1,2,Month-to-month,1,Fiber,1,26,Seoul,1
25902,25,13,81753,426,1,1,Month-to-month,0,Fiber,1,20,Other,1
21737,44,8,47236,191,2,0,2-year,1,Fiber,0,7,Metro,0
26792,66,19,59182,414,0,0,1-year,1,Fiber,1,24,Seoul,0
25031,34,15,69278,180,1,1,1-year,1,Fiber,1,-28,Other,0
27302,33,20,71622,479,1,1,2-year,0,Fiber,0,36,Seoul,0
26337,46,7,77757,364,0,0,Month-to-month,0,DSL,1,8,Other,1
26455,42,32,67567,334,0,0,1-year,1,Fiber,1,47,Other,0
23401,60,5,97831,722,1,0,2-year,0,Fiber,0,-2,Other,0
20634,37,47,41045,366,3,0,2-year,1,DSL,0,-15,Metro,0
23022,24,28,65630,565,1,2,1-year,1,DSL,1,19,Other,0
20499,66,25,67038,505,1,1,Month-to-month,0,5G,1,-6,Other,0
24824,68,38,94574,279,0,0,Month-to-month,1,Fiber,1,52,Metro,0
22464,48,11,67142,164,0,0,Month-to-month,0,DSL,0,32,Seoul,0
24509,31,20,64692,196,1,0,1-year,1,Fiber,1,22,Seoul,0
20638,33,28,78939,304,1,1,1-year,0,DSL,1,46,Metro,0
20721,25,35,57631,287,1,1,Month-to-month,0,Fiber,0,18,Metro,0
20289,46,22,54790,420,1,0,Month-to-month,0,Fiber,1,27,Seoul,1
20758,37,3,39870,633,1,1,2-year,1,Fiber,0,61,Metro,0
24691,18,27,70339,315,0,1,1-year,0,Fiber,1,-38,Metro,1
24560,51,54,75054,214,0,0,1-year,0,5G,1,16,Metro,0
23090,42,29,69635,437,0,1,Month-to-month,1,DSL,1,2,Seoul,0
24685,44,19,52864,445,1,3,1-year,1,Fiber,0,26,Metro,0
25462,18,10,60079,432,2,1,1-year,0,Fiber,1,36,Other,1
25554,51,5,59584,295,0,0,Month-to-month,0,Fiber,0,-14,Other,0
20450,32,15,51434,496,0,1,Month-to-month,0,DSL,0,47,Seoul,0
20597,48,4,86370,234,1,0,2-year,1,Fiber,0,61,Metro,0
23602,49,22,57696,463,2,0,1-year,1,Fiber,0,20,Seoul,0
21069,35,13,65942,356,2,0,1-year,1,DSL,1,1,Other,0
21943,63,4,71371,450,0,1,Month-to-month,0,DSL,0,43,Other,1
21648,52,28,93017,169,0,1,Month-to-month,1,DSL,0,-42,Metro,1
23972,66,18,63962,405,0,0,1-year,1,DSL,1,-1,Metro,0
25272,40,10,78210,362,0,0,1-year,1,Fiber,1,42,Other,0
22701,63,21,76795,569,2,0,2-year,1,DSL,0,-5,Metro,0
21701,31,13,49785,538,0,0,Month-to-month,1,Fiber,1,-30,Metro,0
27970,37,26,76881,315,3,0,1-year,0,5G,1,-36,Other,0
24756,49,47,72255,428,1,0,2-year,1,Fiber,0,40,Seoul,0
24376,48,10,76112,516,3,0,2-year,1,DSL,0,37,Seoul,0
22943,57,30,74544,243,0,0,1-year,0,5G,0,44,Other,0
26685,37,43,76593,411,0,0,2-year,1,Fiber,0,-12,Other,0
26572,51,69,81454,474,0,1,1-year,0,DSL,1,20,Seoul,0
25744,41,10,83882,418,1,1,2-year,0,DSL,0,35,Seoul,1
22124,49,13,66472,331,1,0,Month-to-month,1,Fiber,0,-12,Seoul,1
24148,62,41,71403,421,1,2,1-year,1,DSL,0,-31,Seoul,0
20087,23,35,52334,301,0,0,Month-to-month,0,DSL,1,26,Seoul,0
22309,34,30,71466,515,0,0,2-year,1,DSL,0,-7,Seoul,0
22678,63,19,65778,422,1,0,Month-to-month,0,DSL,1,38,Seoul,0
25404,45,6,59160,198,1,0,1-year,1,DSL,1,-4,Seoul,0
25604,43,28,66617,211,0,1,Month-to-month,0,DSL,1,-8,Other,0
26668,30,3,101871,267,3,0,1-year,1,Fiber,0,22,Other,0
22595,33,23,83970,251,0,0,1-year,0,DSL,1,48,Seoul,0
25342,49,20,63002,336,0,0,Month-to-month,1,Fiber,1,7,Other,0
23059,38,22,77329,432,4,0,Month-to-month,0,DSL,0,19,Seoul,0
21030,35,3,71248,410,1,0,1-year,1,Fiber,1,4,Metro,0
25475,20,21,90687,300,0,0,Month-to-month,1,DSL,1,17,Metro,1
