Customer_ID,Recency_Days,Frequency_90D,Monetary_90D,Avg_Basket,Discount_Ratio,Return_Ratio,Web_Visits_30D,App_Sessions_30D,Review_Score,Region,Cluster
34363,24,5,215521,53885,0.36,0.07,14,7,4.9,Seoul,0
34364,26,8,421707,60260,0.13,0.52,11,12,4.1,Metro,0
34365,24,6,248802,55731,0.31,0.22,3,20,3.9,Seoul,0
34366,8,21,1095965,50696,0.1,0.04,14,39,5.0,Metro,0
34367,84,2,83814,37568,0.3,0.01,3,3,4.2,Metro,0
34368,0,4,138406,42559,0.16,0.06,13,10,4.6,Seoul,0
34369,13,15,745980,41318,0.09,0.09,15,29,4.7,Other,0
34370,70,3,23417,26875,0.32,0.13,8,0,4.0,Seoul,0
34371,9,10,349727,41953,0.79,0.14,13,16,4.4,Metro,0
34372,8,16,1068422,49579,0.01,0.01,24,33,5.0,Seoul,0
34373,37,4,198111,52903,0.17,0.14,4,7,4.9,Metro,0
34374,12,9,377362,39882,0.89,0.03,12,19,4.2,Metro,0
34375,19,9,344726,46189,0.17,0.12,10,6,4.7,Metro,0
34376,16,4,101383,34787,0.58,0.08,16,9,3.7,Metro,0
34377,24,7,376912,42399,0.27,0.04,14,13,3.9,Seoul,0
34378,18,11,249568,38578,0.74,0.06,20,20,4.1,Other,0
34379,18,7,292438,44707,0.24,0.07,11,15,4.7,Seoul,0
34380,0,16,1004487,66114,0.15,0.01,25,31,4.9,Metro,0
34381,23,2,57251,30451,0.41,0.13,2,17,4.3,Metro,0
34382,31,9,402748,45540,0.74,0.14,21,5,4.6,Metro,0
34383,9,12,388953,37764,0.8,0.17,16,8,4.3,Other,0
34384,83,2,99574,41591,0.42,0.13,12,6,4.3,Seoul,0
34385,40,2,95768,40561,0.29,0.11,10,14,3.7,Metro,0
34386,19,10,330329,31134,0.28,0.38,17,3,3.1,Other,0
34387,12,10,258157,44042,0.81,0.1,16,30,4.3,Other,0
34388,9,9,262267,29566,0.84,0.02,14,16,4.7,Other,0
34389,26,4,170402,38269,0.29,0.15,20,12,3.8,Other,0
34390,50,5,220751,52018,0.34,0.16,17,5,3.7,Metro,0
34391,22,10,474656,53754,0.73,0.33,21,27,4.1,Seoul,0
34392,33,6,338138,45243,0.41,0.21,24,15,4.2,Seoul,0
34393,33,7,275889,40868,0.31,0.09,12,12,4.3,Metro,0
34394,23,9,386666,53019,0.26,0.15,8,14,4.2,Metro,0
34395,78,2,58168,37143,0.33,0.07,1,1,3.6,Seoul,0
34396,54,2,29468,30492,0.15,0.12,10,1,3.1,Other,0
34397,178,39,4728780,103445,0.15,0.21,33,0,1.6,Metro,-1
34398,24,10,349215,29396,0.38,0.13,10,11,3.8,Seoul,0
34399,11,14,636426,48092,0.58,0.13,23,5,4.5,Metro,0
34400,37,6,245128,34419,0.41,0.03,13,9,3.8,Seoul,0
34401,39,4,226777,54376,0.31,0.13,10,10,4.3,Seoul,0
34402,28,8,347046,48776,0.08,0.12,16,12,4.5,Other,0
34403,8,21,1194966,51951,0.05,0.05,15,47,5.0,Seoul,0
34404,28,8,364025,43321,0.8,0.22,19,12,4.2,Metro,0
34405,96,3,96033,34141,0.57,0.25,7,3,3.8,Seoul,0
34406,32,6,185644,28746,0.36,0.1,15,10,4.2,Metro,0
34407,10,6,192431,50968,0.48,0.46,12,12,3.2,Metro,0
34408,77,1,74174,42282,0.34,0.07,9,6,3.8,Seoul,0
34409,23,7,263374,44963,0.26,0.17,5,3,3.9,Seoul,0
34410,9,8,335658,44817,0.82,0.26,11,34,4.2,Seoul,0
34411,92,3,176252,45823,0.14,0.07,4,5,4.0,Seoul,0
34412,15,13,908212,54174,0.28,0.02,24,38,4.8,Metro,0
34413,28,9,269749,31598,0.37,0.1,16,20,4.0,Metro,0
34414,21,13,364416,34076,0.75,0.09,16,10,4.9,Other,0
34415,24,10,304590,36676,0.74,0.21,22,29,4.1,Seoul,0
34416,26,5,176318,39165,0.26,0.15,13,6,4.5,Seoul,0
34417,25,10,481946,47120,0.44,0.18,20,1,3.9,Metro,0
34418,2,9,486350,56124,0.11,0.1,13,45,4.7,Seoul,0
34419,7,17,1379753,72745,0.03,0.09,26,58,4.9,Other,0
34420,37,2,144123,42694,0.4,0.18,17,8,4.4,Metro,0
34421,4,8,356139,36835,0.83,0.09,9,20,4.2,Metro,0
34422,18,10,474963,42177,0.95,0.02,18,19,4.5,Metro,0
34423,24,8,316859,42380,0.45,0.06,18,5,4.1,Metro,0
34424,0,11,363874,51283,0.8,0.14,19,14,4.4,Seoul,0
34425,17,4,186186,35590,0.41,0.05,12,25,4.1,Metro,0
34426,52,4,214039,40717,0.13,0.18,5,3,3.6,Seoul,0
34427,20,9,272624,45033,0.69,0.26,28,13,4.0,Seoul,0
34428,6,8,470771,55071,0.08,0.05,17,35,4.6,Metro,0
34429,6,12,298820,35698,0.59,0.02,15,21,4.9,Seoul,0
34430,7,15,790192,63752,0.27,0.04,22,47,4.8,Other,0
34431,170,16,3291911,35085,0.17,0.17,18,8,2.7,Seoul,-1
34432,95,36,3333508,8690,0.77,0.37,66,42,2.6,Metro,-1
34433,22,7,361946,53384,0.37,0.15,5,9,4.6,Metro,0
34434,60,4,224657,53249,0.11,0.03,10,2,3.7,Metro,0
34435,22,7,416740,47470,0.31,0.12,19,15,4.2,Metro,0
34436,30,5,261161,35754,0.43,0.09,16,11,3.9,Metro,0
34437,74,25,1309273,152364,0.76,0.78,47,29,2.1,Other,-1
34438,19,10,244789,41436,0.69,0.22,26,19,4.3,Metro,0
34439,22,11,499206,39544,0.8,0.2,15,22,4.5,Other,0
34440,20,11,468679,41892,0.7,0.06,23,15,5.0,Metro,0
34441,8,21,1181118,50215,0.19,0.15,21,29,5.0,Seoul,0
34442,14,2,105575,47346,0.72,0.16,20,31,4.3,Other,0
34443,39,4,89327,40211,0.45,0.07,10,15,3.4,Other,0
34444,23,9,490680,47788,0.31,0.56,9,6,4.4,Seoul,0
34445,12,18,1072446,52925,0.43,0.13,29,45,4.9,Seoul,0
34446,67,6,194646,46923,0.47,0.31,6,4,4.4,Metro,0
34447,80,3,114793,42411,0.05,0.03,8,3,3.4,Seoul,0
34448,73,5,146276,32378,0.37,0.02,4,3,3.9,Seoul,0
34449,22,7,176050,38069,0.57,0.1,14,4,4.2,Seoul,0
34450,7,20,1345856,55100,0.46,0.11,23,29,4.7,Metro,0
34451,44,8,418813,44299,0.41,0.06,12,12,4.2,Other,0
34452,12,9,394116,35586,0.31,0.41,19,18,3.2,Other,0
34453,25,11,661274,58048,0.1,0.19,9,3,4.9,Metro,0
34454,31,5,142561,35196,0.2,0.12,4,11,4.4,Seoul,0
34455,37,2,145508,48061,0.49,0.08,10,9,4.4,Metro,0
34456,11,9,272538,36961,0.7,0.13,17,19,4.1,Seoul,0
34457,12,18,778104,48807,0.07,0.05,18,35,4.7,Seoul,0
34458,40,7,335101,50697,0.59,0.15,8,9,4.0,Metro,0
34459,7,26,1508062,53370,0.16,0.17,24,39,4.9,Other,0
34460,33,2,71249,47392,0.47,0.17,18,10,3.9,Metro,0
34461,102,3,163808,47049,0.43,0.07,5,3,3.7,Metro,0
34462,96,2,57757,31851,0.19,0.1,8,4,3.1,Other,0
34463,13,5,251867,39579,0.73,0.08,20,30,4.5,Metro,0
34464,15,8,496192,41368,0.24,0.59,5,18,3.5,Metro,0
34465,6,13,611240,48875,0.83,0.12,17,12,5.0,Metro,0
34466,13,8,234362,45283,0.63,0.09,29,18,4.4,Seoul,0
34467,12,13,451642,50954,0.82,0.11,8,24,4.3,Other,0
34468,56,10,474871,51215,0.22,0.05,14,7,4.5,Other,0
34469,14,10,556158,53931,0.36,0.38,13,12,3.1,Seoul,0
34470,8,5,172908,52051,0.94,0.07,17,19,4.5,Metro,0
34471,2,9,284602,53682,0.26,0.47,20,11,4.0,Seoul,0
34472,2,10,393133,32476,0.76,0.12,17,21,3.8,Seoul,0
34473,25,8,440469,42383,0.46,0.32,10,0,4.1,Seoul,0
34474,6,14,1166511,62104,0.04,0.08,35,41,4.8,Seoul,0
34475,60,3,86228,43974,0.53,0.05,7,4,3.8,Metro,0
34476,7,3,133408,47423,0.28,0.12,18,14,3.9,Metro,0
34477,25,2,118626,44105,0.36,0.15,17,16,4.7,Seoul,0
34478,5,9,490497,44018,0.66,0.17,17,12,4.2,Seoul,0
34479,35,4,137964,31451,0.34,0.27,13,12,4.1,Metro,0
34480,13,4,214961,47215,0.25,0.53,12,6,3.9,Other,0
34481,134,3,24230,18448,0.25,0.02,8,6,3.5,Metro,0
34482,30,7,330580,33631,0.29,0.12,12,3,3.9,Metro,0
34483,13,4,254977,52493,0.25,0.04,7,8,5.0,Metro,0
34484,0,17,775976,38444,0.84,0.05,23,16,3.9,Seoul,0
34485,21,8,332310,38868,0.47,0.09,13,11,4.0,Seoul,0
34486,12,13,388126,33609,0.76,0.06,16,13,4.3,Metro,0
34487,15,8,392678,40078,0.49,0.04,11,5,4.0,Seoul,0
34488,4,18,1295670,48597,0.01,0.02,26,25,4.9,Metro,0
34489,17,12,299239,36476,0.81,0.03,20,17,4.2,Other,0
34490,17,5,233377,49888,0.59,0.02,18,13,4.7,Metro,0
34491,24,8,283275,41893,0.32,0.09,14,15,5.0,Seoul,0
34492,31,9,519246,49396,0.13,0.01,11,6,4.3,Metro,0
34493,16,8,454036,56312,0.55,0.39,9,14,3.6,Metro,0
34494,0,14,1062614,55001,0.12,0.12,22,28,4.8,Seoul,0
34495,0,15,444810,39895,0.84,0.08,19,17,3.6,Metro,0
34496,73,2,89544,34050,0.27,0.09,5,2,3.8,Seoul,0
34497,101,1,30672,26818,0.44,0.3,6,2,4.0,Metro,0
34498,69,1,32326,35710,0.16,0.03,9,3,2.9,Metro,0
34499,16,7,306099,42039,0.6,0.12,19,16,4.9,Other,0
34500,17,7,326786,33730,0.29,0.07,9,7,4.2,Seoul,0
34501,8,20,1040022,60670,0.07,0.08,17,40,4.5,Other,0
34502,87,4,108330,25687,0.43,0.07,10,3,4.5,Seoul,0
34503,34,5,313126,52151,0.52,0.18,10,9,3.8,Seoul,0
34504,94,4,109071,38228,0.14,0.04,3,5,5.0,Metro,0
34505,15,16,907591,48404,0.04,0.02,18,32,4.6,Metro,0
34506,45,5,110025,41737,0.47,0.14,10,1,3.5,Other,0
34507,110,2,82023,32799,0.46,0.07,4,6,3.7,Other,0
34508,16,10,295959,39938,0.91,0.06,22,15,4.5,Metro,0
34509,15,11,451747,35589,0.33,0.06,13,10,3.8,Other,0
34510,13,9,309070,37752,0.69,0.03,17,22,4.6,Seoul,0
34511,14,4,240484,54353,0.44,0.09,15,16,4.8,Metro,0
34512,51,5,264697,48156,0.32,0.08,14,9,4.4,Metro,0
34513,19,8,359827,38303,0.43,0.06,21,17,4.3,Metro,0
34514,48,16,781100,94132,0.91,0.86,28,66,2.8,Seoul,-1
34515,10,14,892238,55583,0.06,0.02,17,34,4.9,Metro,0
34516,6,8,429986,41905,0.76,0.06,20,12,4.3,Seoul,0
34517,59,2,26100,35440,0.14,0.11,7,2,3.6,Other,0
34518,11,10,724107,59127,0.84,0.16,17,5,3.9,Other,0
34519,3,5,205924,48350,0.38,0.01,15,6,3.9,Seoul,0
34520,21,1,17589,29923,0.68,0.2,13,15,4.8,Metro,0
34521,5,22,1097788,53679,0.12,0.08,22,34,4.8,Seoul,0
34522,68,1,41711,39756,0.19,0.11,7,5,3.4,Seoul,0
34523,10,5,216725,38821,0.61,0.1,3,22,4.1,Seoul,0
34524,1,3,104246,36120,0.33,0.07,13,3,4.4,Metro,0
34525,45,5,236688,44905,0.43,0.08,13,13,3.8,Seoul,0
34526,24,12,642902,50002,0.19,0.08,8,8,3.7,Seoul,0
34527,13,5,244299,45495,0.42,0.12,11,0,4.0,Metro,0
34528,32,9,508581,36370,0.17,0.03,6,12,4.2,Metro,0
34529,7,9,226205,49960,0.75,0.18,26,31,5.0,Other,0
34530,46,5,151683,30871,0.24,0.08,14,13,4.1,Seoul,0
34531,23,3,163822,41415,0.19,0.08,12,15,4.8,Seoul,0
34532,15,10,290461,41871,0.93,0.19,14,21,4.5,Seoul,0
34533,45,4,135364,33146,0.33,0.07,7,8,4.9,Other,0
34534,63,4,123632,37623,0.27,0.04,5,8,5.0,Other,0
34535,98,25,756475,23613,0.44,0.05,78,84,1.3,Other,-1
34536,6,18,541725,38935,0.17,0.06,31,36,4.6,Other,0
34537,11,1,18322,42692,0.37,0.11,18,14,3.8,Seoul,0
34538,47,10,434856,49409,0.22,0.12,13,9,4.4,Other,0
34539,11,16,851092,52011,0.13,0.04,23,39,4.7,Other,0
34540,64,1,34191,48783,0.48,0.07,5,5,3.8,Other,0
34541,15,18,1310917,57973,0.18,0.07,16,39,4.5,Seoul,0
34542,13,17,1360729,68963,0.16,0.02,35,29,4.4,Seoul,0
34543,18,13,823983,53284,0.26,0.49,21,16,3.6,Seoul,0
34544,65,2,78595,32517,0.52,0.13,1,4,4.3,Metro,0
34545,51,3,88390,42298,0.11,0.16,8,5,4.6,Seoul,0
34546,16,9,394572,38935,0.92,0.07,16,13,4.3,Seoul,0
34547,25,6,284373,59726,0.48,0.52,10,16,3.7,Seoul,0
34548,8,4,122391,27873,0.75,0.09,14,21,4.3,Metro,0
34549,16,7,309661,48813,0.28,0.21,11,7,4.0,Metro,0
34550,21,9,355745,47339,0.96,0.25,20,17,4.5,Metro,0
34551,10,17,1224824,59543,0.07,0.02,33,32,4.7,Metro,0
34552,18,5,171970,51842,0.3,0.07,9,11,3.1,Seoul,0
34553,7,15,1110331,64010,0.06,0.01,25,42,5.0,Metro,0
34554,37,4,178149,42841,0.2,0.2,15,18,4.9,Seoul,0
34555,17,4,121421,31913,0.84,0.12,16,20,4.4,Metro,0
34556,25,5,144555,39384,0.3,0.07,16,7,3.7,Other,0
34557,24,9,306776,46953,0.39,0.05,16,9,5.0,Metro,0
34558,22,2,148525,46811,0.22,0.03,15,5,4.2,Seoul,0
34559,8,13,706218,45327,0.06,0.07,30,31,4.7,Seoul,0
34560,17,6,352145,46411,0.22,0.11,17,11,4.7,Other,0
34561,9,9,289053,50485,0.47,0.42,12,13,3.7,Other,0
34562,12,14,547475,47795,0.79,0.07,26,23,4.5,Metro,0
34563,31,8,316229,54189,0.87,0.26,21,19,4.5,Metro,0
34564,27,9,807313,60190,0.55,0.25,10,15,4.8,Other,0
34565,21,3,126685,33020,0.65,0.07,17,19,4.2,Seoul,0
34566,31,1,45413,48982,0.41,0.03,9,2,4.6,Seoul,0
34567,22,4,222078,53651,0.39,0.2,14,9,4.3,Seoul,0
34568,4,15,954364,53985,0.04,0.04,20,32,5.0,Other,0
34569,32,2,81815,33243,0.52,0.19,13,15,4.3,Seoul,0
34570,30,3,105372,34236,0.31,0.2,11,8,4.3,Other,0
34571,2,8,544025,50179,0.79,0.2,13,27,4.2,Metro,0
34572,30,7,218798,36033,0.43,0.01,12,7,3.7,Seoul,0
34573,11,12,387236,42178,0.84,0.15,17,21,4.3,Other,0
34574,90,1,33028,40082,0.34,0.04,5,2,4.5,Metro,0
34575,22,8,271104,43137,0.35,0.14,22,7,3.9,Metro,0
34576,31,10,156103,27341,0.82,0.17,21,19,4.5,Metro,0
34577,21,5,241492,41714,0.38,0.24,14,13,3.4,Metro,0
34578,1,9,627261,64766,0.03,0.12,26,23,4.7,Other,0
34579,77,3,99912,25290,0.41,0.13,6,4,4.5,Metro,0
34580,2,19,1035828,47898,0.04,0.13,19,35,4.7,Other,0
34581,29,2,63256,45372,0.58,0.12,16,11,4.0,Metro,0
34582,11,4,257663,57874,0.59,0.04,5,16,3.6,Other,0
34583,60,7,277412,42193,0.61,0.09,18,8,4.4,Other,0
34584,27,13,786578,70843,0.4,0.51,12,23,4.0,Seoul,0
34585,0,6,338619,47357,0.39,0.04,12,10,3.3,Metro,0
34586,18,3,170989,43690,0.1,0.13,13,10,4.1,Seoul,0
34587,31,5,292054,52741,0.44,0.05,11,12,4.3,Metro,0
34588,14,5,301471,42339,0.11,0.46,11,14,3.1,Metro,0
34589,34,8,280149,48735,0.65,0.12,6,2,4.3,Metro,0
34590,15,7,176799,42549,0.2,0.03,4,10,3.6,Seoul,0
34591,7,6,206670,33566,0.89,0.07,18,18,3.9,Seoul,0
34592,72,4,137228,38698,0.15,0.1,4,2,3.3,Seoul,0
34593,110,32,3472421,110761,0.44,0.59,75,65,2.3,Other,-1
34594,14,7,277285,43248,0.81,0.09,17,15,4.3,Other,0
34595,23,8,392298,44808,0.7,0.06,13,11,4.4,Other,0
34596,17,3,198132,63425,0.31,0.65,21,10,4.0,Seoul,0
34597,95,3,29274,37305,0.38,0.22,8,2,4.4,Metro,0
34598,19,8,266346,30935,0.7,0.11,29,22,4.3,Other,0
34599,20,5,157844,42222,0.61,0.08,17,26,4.8,Seoul,0
34600,110,2,62107,34061,0.42,0.08,7,4,3.8,Metro,0
34601,26,7,285911,48494,0.64,0.06,30,0,4.2,Metro,0
34602,2,7,223938,36133,0.17,0.41,5,9,3.1,Seoul,0
34603,7,5,218878,44135,0.19,0.44,10,6,3.6,Seoul,0
34604,9,5,149773,50774,0.35,0.18,20,7,4.0,Other,0
34605,11,4,189551,43401,0.4,0.02,13,10,3.8,Other,0
34606,19,9,506777,47765,0.84,0.05,11,21,4.8,Seoul,0
34607,36,6,242764,48983,0.6,0.03,14,12,4.1,Other,0
34608,14,5,215349,48990,0.59,0.06,13,21,4.5,Other,0
34609,7,11,1004874,62722,0.04,0.09,14,38,4.5,Metro,0
34610,27,7,353683,51506,0.21,0.64,13,25,3.2,Seoul,0
34611,35,3,115036,40955,0.3,0.02,20,17,3.6,Metro,0
34612,8,12,496510,39110,0.83,0.09,16,13,4.9,Metro,0
34613,25,5,166283,33846,0.25,0.24,13,21,4.2,Metro,0
34614,44,2,95297,52195,0.17,0.11,3,3,4.8,Seoul,0
34615,17,12,494139,45069,0.78,0.07,28,14,4.7,Seoul,0
34616,11,6,336457,49507,0.84,0.17,17,10,4.4,Seoul,0
34617,6,15,1039121,60867,0.23,0.08,38,19,4.6,Seoul,0
34618,34,9,369229,38875,0.25,0.1,3,11,3.5,Seoul,0
34619,107,4,242710,48280,0.49,0.11,6,4,3.5,Metro,0
34620,26,12,474757,48511,0.17,0.06,18,13,4.0,Other,0
34621,11,7,156910,47967,0.69,0.18,16,17,4.3,Seoul,0
34622,8,3,86799,21145,0.43,0.34,17,17,3.6,Metro,0
34623,16,2,73560,47807,0.39,0.01,12,9,4.1,Other,0
34624,11,4,152889,36823,0.56,0.13,13,14,3.9,Other,0
34625,1,19,1178827,57198,0.11,0.04,14,26,4.5,Seoul,0
34626,32,9,474917,55385,0.26,0.09,12,9,4.0,Metro,0
34627,17,3,93961,34059,0.16,0.17,11,20,4.0,Seoul,0
34628,24,8,409368,48240,0.81,0.09,22,24,4.3,Other,0
34629,11,9,298640,42795,0.85,0.05,23,14,4.5,Other,0
34630,26,10,389638,41338,0.94,0.05,21,18,4.3,Metro,0
34631,16,10,546877,43905,0.85,0.13,19,22,3.9,Seoul,0
34632,75,3,77249,31899,0.41,0.17,3,3,3.4,Seoul,0
34633,13,10,298567,36654,0.75,0.21,12,25,4.3,Seoul,0
34634,1,14,515543,49785,0.76,0.13,14,8,4.7,Seoul,0
34635,35,6,296341,44484,0.17,0.14,16,17,4.2,Metro,0
34636,7,19,1136001,52370,0.12,0.08,24,24,4.4,Metro,0
34637,29,9,251518,31287,0.85,0.07,10,15,3.6,Seoul,0
34638,21,10,320492,39278,0.24,0.06,13,11,4.6,Metro,0
34639,14,5,169067,38470,0.68,0.07,17,14,4.8,Metro,0
34640,0,4,128891,41746,0.68,0.27,16,13,4.6,Seoul,0
34641,21,14,611728,45288,0.94,0.07,15,16,4.3,Seoul,0
34642,6,9,443000,47110,0.05,0.09,24,41,4.5,Seoul,0
34643,48,2,104447,43083,0.36,0.15,6,2,3.9,Other,0
34644,2,16,1095811,69203,0.04,0.01,25,20,4.7,Seoul,0
34645,14,11,481667,46603,0.79,0.06,19,6,4.5,Metro,0
34646,8,4,141645,40100,0.51,0.55,7,20,3.7,Metro,0
34647,19,6,598114,65152,0.22,0.5,18,13,4.0,Seoul,0
34648,7,10,525756,52423,0.66,0.2,15,16,4.7,Metro,0
34649,21,10,346040,42544,0.73,0.07,16,18,4.4,Seoul,0
34650,83,2,85033,43951,0.26,0.03,8,5,4.3,Metro,0
34651,41,4,226200,44755,0.54,0.06,13,8,4.8,Seoul,0
34652,14,5,268115,31738,0.52,0.06,8,11,4.6,Metro,0
34653,6,18,1223162,60055,0.02,0.04,21,34,4.6,Metro,0
34654,6,16,934540,57725,0.09,0.08,22,41,4.6,Seoul,0
34655,73,0,0,39167,0.25,0.04,7,2,3.0,Seoul,0
34656,11,3,83457,27999,0.32,0.01,24,8,4.8,Metro,0
34657,27,8,257494,37520,0.36,0.31,19,11,4.6,Seoul,0
34658,5,21,1183443,51697,0.1,0.02,23,37,4.8,Metro,0
34659,21,2,47977,49113,0.34,0.09,17,4,4.2,Other,0
34660,0,9,266834,36974,0.81,0.12,16,12,4.7,Seoul,0
34661,27,4,167396,44687,0.37,0.06,20,17,4.1,Metro,0
34662,25,6,310619,58472,0.46,0.34,16,14,4.2,Seoul,0
34663,92,4,140980,29215,0.28,0.07,7,4,3.7,Metro,0
34664,11,13,662205,55303,0.22,0.07,25,31,4.4,Other,0
34665,24,3,92682,30808,0.21,0.14,13,7,4.9,Seoul,0
34666,78,2,78620,30381,0.37,0.07,9,5,3.4,Metro,0
34667,19,5,261078,51711,0.37,0.02,17,13,4.2,Metro,0
34668,9,10,391006,40985,0.74,0.15,18,15,4.7,Metro,0
34669,22,11,472453,44990,0.43,0.24,16,0,3.8,Metro,0
34670,12,8,282398,39764,0.89,0.05,20,18,4.5,Other,0
34671,20,12,502392,45640,0.67,0.08,11,19,4.1,Metro,0
34672,30,7,207319,34531,0.93,0.05,20,8,4.4,Other,0
34673,0,8,492938,56318,0.04,0.03,22,38,4.7,Seoul,0
34674,12,6,260567,40772,0.64,0.05,19,22,3.8,Metro,0
34675,0,7,337394,49782,0.32,0.08,13,6,4.4,Seoul,0
34676,0,19,1362646,58199,0.08,0.02,22,43,4.9,Seoul,0
34677,7,14,891799,60875,0.06,0.08,14,34,4.9,Other,0
34678,118,12,287476,181225,0.08,0.51,72,34,4.9,Other,-1
34679,9,15,809827,43267,0.21,0.04,25,44,4.7,Metro,0
34680,43,7,230974,39957,0.28,0.06,12,19,4.9,Seoul,0
34681,17,12,351320,31637,0.49,0.33,6,7,3.7,Metro,0
34682,5,21,1309311,55674,0.27,0.07,23,38,4.6,Metro,0
34683,17,7,178510,26867,0.37,0.12,12,12,4.5,Metro,0
34684,30,6,267423,56388,0.47,0.08,13,18,4.1,Metro,0
34685,0,5,175853,30633,0.09,0.43,10,10,3.0,Seoul,0
34686,17,4,159584,53359,0.64,0.06,20,22,4.5,Seoul,0
34687,33,8,331796,43259,0.94,0.04,19,14,4.3,Seoul,0
34688,82,1,50925,42223,0.52,0.12,4,4,4.4,Seoul,0
34689,0,9,391274,41459,0.57,0.24,6,10,4.7,Metro,0
34690,14,8,427875,51896,0.49,0.02,15,9,3.8,Other,0
34691,66,5,213483,42055,0.1,0.08,5,3,3.7,Seoul,0
34692,14,13,394012,34629,0.89,0.21,20,28,4.2,Other,0
34693,28,3,146585,39541,0.27,0.12,18,15,4.4,Metro,0
34694,47,8,298814,43836,0.28,0.09,9,11,4.1,Seoul,0
34695,54,3,96421,35717,0.32,0.03,1,0,4.5,Metro,0
34696,30,7,221100,28358,0.21,0.22,10,9,3.9,Other,0
34697,90,2,119868,48526,0.15,0.07,5,2,3.6,Metro,0
34698,65,4,140919,49947,0.41,0.04,4,7,4.1,Metro,0
34699,32,7,307470,35551,0.42,0.24,9,19,3.9,Metro,0
34700,19,1,51612,56339,0.7,0.08,10,19,4.3,Metro,0
34701,4,6,175602,31436,0.53,0.32,12,10,3.2,Seoul,0
34702,9,2,1713179,59794,0.55,0.54,27,8,1.2,Metro,-1
34703,17,8,285097,39622,0.68,0.12,16,21,4.6,Other,0
34704,105,3,132716,49887,0.15,0.11,7,3,3.9,Seoul,0
34705,3,11,404771,41022,0.08,0.02,18,35,4.7,Seoul,0
34706,5,5,152262,26369,0.72,0.13,20,20,4.0,Seoul,0
34707,7,25,1666552,52411,0.04,0.05,16,19,5.0,Metro,0
34708,72,2,66786,37873,0.45,0.06,11,3,3.4,Other,0
34709,28,10,281593,41588,0.62,0.11,24,22,4.4,Seoul,0
34710,9,7,177958,53534,0.82,0.21,16,12,4.3,Seoul,0
34711,25,6,254340,50857,0.4,0.04,6,17,4.2,Other,0
34712,16,14,382122,33694,0.66,0.03,16,16,4.3,Other,0
34713,23,6,404656,53659,0.26,0.05,10,8,4.6,Metro,0
34714,31,8,501104,37386,0.15,0.55,21,6,3.2,Metro,0
34715,29,4,136442,47378,0.51,0.36,17,0,3.8,Metro,0
34716,16,12,279842,31808,0.65,0.03,21,22,4.5,Seoul,0
34717,15,5,67467,37427,0.77,0.12,15,13,4.9,Metro,0
34718,40,9,313122,45261,0.27,0.07,7,7,5.0,Metro,0
34719,21,2,72156,51593,0.18,0.12,11,9,4.3,Other,0
34720,5,13,528400,50926,0.12,0.04,27,33,4.8,Metro,0
34721,89,3,54765,27321,0.31,0.1,4,4,4.7,Other,0
34722,25,14,577709,51233,0.17,0.07,16,6,4.4,Other,0
34723,11,8,533698,48449,0.76,0.09,14,16,4.5,Seoul,0
34724,20,3,137928,45719,0.33,0.09,14,8,4.5,Seoul,0
34725,13,16,1261242,58934,0.16,0.02,21,28,4.7,Metro,0
34726,16,7,385688,53932,0.74,0.13,20,22,4.8,Metro,0
34727,22,7,431441,43862,0.47,0.07,15,14,3.6,Metro,0
34728,26,6,269873,45137,0.92,0.09,16,20,4.8,Metro,0
34729,38,7,301869,51622,0.39,0.08,15,4,5.0,Seoul,0
34730,74,4,106875,35421,0.68,0.09,7,2,4.5,Metro,0
34731,43,4,3368716,50447,0.3,0.34,48,112,1.7,Other,-1
34732,24,15,537519,44865,0.21,0.58,22,15,4.1,Other,0
34733,13,11,495690,41844,0.81,0.11,16,18,3.8,Seoul,0
34734,11,9,413149,54526,0.95,0.1,14,17,4.3,Metro,0
34735,2,6,294594,52827,0.2,0.32,19,34,2.5,Metro,0
34736,30,9,458370,33675,0.26,0.38,13,5,3.9,Other,0
34737,29,10,502441,40295,0.31,0.11,6,8,4.6,Metro,0
34738,6,11,857996,70861,0.38,0.05,26,25,4.8,Metro,0
34739,7,16,412071,39443,0.08,0.12,14,34,4.7,Metro,0
34740,23,5,130718,30447,0.51,0.12,13,10,4.4,Other,0
34741,8,7,330240,39824,0.76,0.03,18,23,4.1,Seoul,0
34742,33,2,101108,42983,0.65,0.15,20,31,5.0,Other,0
34743,15,6,194442,34436,0.21,0.05,9,20,4.1,Metro,0
34744,15,7,288369,43684,0.85,0.12,20,20,4.1,Other,0
34745,17,15,1285503,73193,0.31,0.09,31,31,4.7,Seoul,0
34746,6,10,543598,53135,0.07,0.04,27,31,4.7,Metro,0
34747,68,2,66626,37081,0.33,0.3,8,5,4.0,Other,0
34748,33,5,232262,44891,0.15,0.03,16,8,4.5,Metro,0
34749,35,4,182450,49970,0.3,0.06,9,17,4.1,Metro,0
34750,9,27,1559715,57782,0.12,0.05,22,41,4.6,Metro,0
34751,22,11,318200,31179,0.79,0.07,21,26,4.0,Other,0
34752,35,6,256366,59428,0.26,0.33,17,10,4.4,Metro,0
34753,44,0,6369,32962,0.29,0.13,13,4,4.4,Seoul,0
34754,74,4,39862,34953,0.19,0.13,7,0,3.7,Metro,0
34755,15,10,283556,54725,0.13,0.6,11,4,3.5,Metro,0
34756,25,6,203603,41989,0.44,0.07,13,13,4.5,Metro,0
